,RedFighter,BlueFighter,WeightClass,Gender,NumberOfRounds,RedAge,RedHeightCms,RedReachCms,RedWeightLbs,RedStance,RedWins,RedWinsBySubmission,RedCurrentWinStreak,RedLosses,RedCurrentLoseStreak,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedTotalRoundsFought,BlueAge,BlueHeightCms,BlueReachCms,BlueWeightLbs,BlueStance,BlueWins,BlueWinsBySubmission,BlueCurrentWinStreak,BlueLosses,BlueCurrentLoseStreak,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueTotalRoundsFought,Result,RedWinsByDecision,RedWinsByKO/TKO,BlueWinsByDecision,BlueWinsByKO/TKO
214,Miranda Maverick,Dione Barbosa,0,0,1,27,160.02,165.1,125,0.0,6,2,2,3,0,3.59,0.45,0.3,2.43,0.45,24,32,167.64,167.64,125,1.0,2,1,2,0,0,1.85,0.48,2.2,1.73,0.28,4,0,3,1,1,0
215,Loik Radzhabov,Trey Ogden,3,1,1,33,180.34,175.26,155,1.0,2,0,1,1,0,2.89,0.44,0.0,4.65,0.57,8,34,180.34,182.88,155,1.0,2,0,1,2,0,3.07,0.48,0.8,2.04,0.3,15,1,1,1,2,0
216,Luana Carolina,Lucie Pudilova,0,0,1,31,167.64,175.26,125,1.0,6,0,2,3,0,4.81,0.5,0.6,0.34,0.37,25,30,172.72,170.18,125,1.0,3,0,0,7,2,3.6,0.37,0.6,0.7,0.31,28,0,5,1,2,1
217,Mohammed Usman,Thomas Petersen,7,1,1,35,187.96,200.66,239,1.0,3,0,0,1,1,3.41,0.36,0.0,0.69,0.17,11,29,185.42,187.96,264,0.0,1,1,0,1,1,4.32,0.61,0.4,2.49,0.42,5,1,2,1,0,0
218,Rose Namajunas,Tracy Cortez,0,0,0,32,165.1,165.1,125,1.0,10,3,1,5,0,3.7,0.42,0.4,1.55,0.53,47,30,165.1,165.1,125,1.0,6,0,6,0,0,3.72,0.47,0.3,2.09,0.45,18,0,5,2,6,0
219,Santiago Ponzinibbio,Muslim Salikhov,4,1,1,37,182.88,185.42,170,1.0,11,0,0,6,1,4.74,0.41,0.0,0.59,0.32,41,40,180.34,177.8,170,1.0,6,0,0,4,2,3.32,0.49,0.0,1.12,0.33,23,1,5,6,3,3
220,Drew Dober,Jean Silva,3,1,1,35,172.72,177.8,155,0.0,14,1,0,9,1,4.39,0.4,0.1,0.67,0.17,47,27,170.18,175.26,145,1.0,3,0,3,0,0,5.37,0.52,0.0,0.81,0.5,6,1,3,10,1,2
221,Gabriel Bonfim,Ange Loosa,4,1,1,26,185.42,182.88,170,1.0,3,3,0,1,1,5.78,0.42,1.9,2.92,0.75,5,31,177.8,187.96,170,1.0,2,0,2,2,0,5.6,0.44,0.2,2.41,0.38,14,0,0,0,2,0
222,Julian Erosa,Christian Rodriguez,2,1,1,34,185.42,187.96,145,0.0,8,3,1,7,0,6.18,0.48,0.8,1.69,0.48,31,26,170.18,180.34,145,1.0,5,1,4,1,0,3.65,0.47,1.1,1.07,0.54,16,0,3,2,4,0
223,Joshua Van,Charles Johnson,0,1,1,22,165.1,165.1,125,1.0,3,0,3,0,0,8.39,0.53,0.0,1.62,0.63,8,33,175.26,177.8,125,1.0,4,0,2,4,0,4.77,0.5,0.4,0.56,0.23,22,1,2,1,3,1
224,Jasmine Jasudavicius,Fatima Kline,0,0,1,35,170.18,172.72,125,1.0,5,1,1,2,0,3.79,0.45,0.5,2.39,0.41,21,24,167.64,170.18,115,1.0,0,0,0,0,0,2.6,0.48,0.0,1.0,1.0,0,0,4,0,0,0
225,Montel Jackson,Da'Mon Blackshear,1,1,1,32,177.8,190.5,135,0.0,8,1,4,2,0,3.39,0.53,0.3,3.41,0.71,24,29,177.8,182.88,135,1.0,2,1,0,2,1,4.28,0.47,0.8,2.33,0.37,12,0,4,3,0,1
226,Luana Santos,Mariya Agapova,0,0,1,24,167.64,170.18,125,1.0,2,0,2,0,0,4.28,0.51,1.2,1.62,0.4,4,27,167.64,172.72,125,0.0,2,2,0,4,2,4.43,0.54,0.8,0.55,0.66,13,0,1,1,0,0
227,Josh Fremd,Andre Petroski,5,1,1,30,193.04,193.04,185,1.0,2,1,0,3,1,2.52,0.44,1.1,0.66,0.25,12,33,182.88,185.42,185,1.0,5,2,0,2,2,2.77,0.5,1.7,3.91,0.56,16,1,1,0,2,1
228,Evan Elder,Darrius Flowers,4,1,1,27,177.8,182.88,155,1.0,1,0,1,2,0,5.02,0.49,0.6,0.63,0.2,9,29,175.26,180.34,155,1.0,1,1,0,2,2,3.07,0.49,0.0,0.98,0.28,6,0,1,0,0,0
229,Alex Pereira,Jiri Prochazka,6,1,0,36,193.04,200.66,205,1.0,7,0,3,1,0,5.46,0.63,0.3,0.14,1.0,19,31,190.5,203.2,205,1.0,4,1,1,1,0,5.38,0.55,0.2,0.72,0.6,13,0,2,5,0,3
230,Dan Ige,Diego Lopes,2,1,1,32,170.18,180.34,145,1.0,11,2,1,6,0,3.66,0.45,0.2,0.99,0.26,46,29,180.34,182.88,145,1.0,3,1,3,2,0,4.2,0.53,2.8,0.5,0.4,9,1,5,4,0,2
231,Anthony Smith,Roman Dolidze,6,1,1,35,193.04,193.04,205,1.0,15,6,1,11,0,3.24,0.49,0.6,0.46,0.26,60,35,187.96,193.04,185,1.0,6,0,0,3,2,3.16,0.42,1.1,1.33,0.42,22,1,2,7,2,4
232,Mayra Bueno Silva,Macy Chiasson,1,0,1,32,167.64,167.64,135,1.0,6,5,0,3,1,4.01,0.59,1.5,0.64,0.29,25,32,180.34,182.88,135,1.0,7,2,1,3,0,3.77,0.46,0.4,2.37,0.38,23,1,1,0,3,2
233,Ian Machado Garry,Michael Page,4,1,1,26,190.5,187.96,170,1.0,7,0,7,0,0,5.5,0.55,0.3,0.77,0.55,17,37,190.5,200.66,170,1.0,1,0,1,0,0,2.38,0.65,0.0,0.44,0.25,3,0,4,3,1,0
234,Joe Pyfer,Marc-Andre Barriault,5,1,1,27,187.96,190.5,185,1.0,4,1,0,2,1,3.72,0.41,0.9,1.45,0.41,12,34,185.42,187.96,185,1.0,5,1,0,6,1,6.12,0.47,0.1,0.21,0.25,30,0,0,3,2,2
235,Cub Swanson,Andre Fili,2,1,1,40,172.72,177.8,145,1.0,19,2,1,12,0,4.67,0.5,0.4,1.04,0.5,79,34,180.34,187.96,145,1.0,11,0,0,10,1,3.88,0.37,0.2,2.15,0.43,51,1,11,6,7,4
236,Charles Jourdain,Jean Silva,2,1,1,28,175.26,175.26,135,1.0,6,2,0,6,1,5.48,0.48,0.5,0.35,0.23,34,27,170.18,175.26,145,1.0,2,0,2,0,0,5.37,0.52,0.0,0.81,0.5,4,1,2,2,1,1
237,Payton Talbott,Yanis Ghemmouri,1,1,1,25,177.8,177.8,135,1.0,3,1,3,0,0,8.38,0.55,0.5,0.0,0.0,8,29,175.26,175.26,135,1.0,0,0,0,1,1,2.29,0.38,0.0,0.0,0.0,3,0,1,1,0,0
238,Michelle Waterson-Gomez,Gillian Robertson,0,0,1,38,160.02,157.48,115,1.0,8,4,0,8,4,3.42,0.46,0.6,1.39,0.33,48,29,165.1,160.02,115,1.0,10,7,1,6,0,2.83,0.48,1.1,2.48,0.42,34,1,4,0,1,2
239,Andrei Arlovski,Martin Buday,7,1,1,45,190.5,195.58,240,1.0,25,2,0,21,3,3.82,0.45,0.2,0.37,0.35,103,32,193.04,195.58,265,1.0,5,1,0,1,1,4.84,0.53,0.2,0.21,0.25,13,1,12,11,3,1
240,Rei Tsuruya,Carlos Hernandez,0,1,1,22,167.64,172.72,125,1.0,3,1,3,0,0,2.28,0.6,2.5,5.45,0.5,6,30,172.72,170.18,125,1.0,3,0,0,2,1,4.11,0.46,0.2,1.08,0.17,12,0,1,1,3,0
241,Ricky Simon,Vinicius Oliveira,1,1,1,31,167.64,175.26,135,1.0,9,3,0,4,2,2.99,0.43,0.3,5.2,0.44,36,28,175.26,177.8,135,1.0,2,0,2,0,0,5.87,0.43,0.0,1.38,0.6,4,1,5,1,0,2
242,Robert Whittaker,Ikram Aliskerov,5,1,0,33,182.88,185.42,185,1.0,16,0,1,5,0,4.54,0.43,0.0,0.8,0.38,63,31,182.88,193.04,185,0.0,3,1,3,0,0,7.03,0.6,1.8,1.82,0.33,3,0,11,5,0,2
243,Sergei Pavlovich,Alexander Volkov,7,1,1,32,190.5,213.36,257,0.0,6,0,0,2,1,5.86,0.44,0.0,0.0,0.0,8,35,200.66,203.2,250,1.0,11,1,3,4,0,5.13,0.57,0.2,0.45,0.63,41,1,0,6,4,6
244,Kelvin Gastelum,Daniel Rodriguez,5,1,1,32,175.26,180.34,170,0.0,12,2,0,9,1,3.74,0.42,0.1,1.1,0.34,63,37,185.42,187.96,170,0.0,8,1,0,3,2,7.5,0.49,0.1,0.59,0.54,26,0,7,3,5,2
245,Shara Magomedov,Antonio Trocoli,5,1,1,30,187.96,185.42,185,1.0,1,0,1,0,0,6.82,0.65,0.0,0.0,0.0,3,33,195.58,203.2,185,1.0,0,0,0,0,0,1.28,0.51,0.9,0.91,0.12,1,0,1,0,0,0
246,Johnny Walker,Volkan Oezdemir,6,1,1,32,198.12,208.28,205,1.0,8,1,0,5,1,3.87,0.53,0.9,0.45,1.0,25,34,187.96,190.5,205,1.0,7,1,1,6,0,4.79,0.48,0.1,0.56,0.33,30,1,2,5,3,3
247,Nasrat Haqparast,Jared Gordon,3,1,1,28,177.8,182.88,155,0.0,8,0,3,4,0,6.15,0.44,0.0,0.28,0.2,31,35,175.26,172.72,155,1.0,8,0,1,5,0,5.75,0.55,0.0,1.78,0.31,33,0,6,2,6,2
248,Muhammad Naimov,Felipe Lima,2,1,1,29,175.26,177.8,145,1.0,3,0,3,1,0,3.18,0.43,0.0,1.8,0.3,9,26,167.64,172.72,145,1.0,0,0,0,0,0,3.29,0.52,1.3,1.33,0.5,0,1,1,2,0,0
249,Rinat Fakhretdinov,Nicolas Dalby,4,1,1,32,182.88,187.96,170,1.0,3,1,3,0,0,4.78,0.52,0.2,3.95,0.34,10,39,180.34,187.96,170,1.0,7,0,4,3,0,4.06,0.43,0.1,1.01,0.27,33,0,2,0,6,1
250,Kyung Ho Kang,Muin Gafurov,1,1,1,36,175.26,185.42,135,1.0,8,4,0,4,1,3.13,0.47,0.8,1.97,0.5,33,28,170.18,172.72,135,0.0,0,0,0,3,3,3.03,0.47,0.0,1.95,0.27,7,1,4,0,0,0
251,Magomed Gadzhiyasulov,Brendson Ribeiro,6,1,1,30,187.96,190.5,205,1.0,1,0,1,0,0,3.3,0.5,0.0,5.5,0.91,3,27,190.5,205.74,205,1.0,1,0,0,1,1,3.08,0.46,0.7,2.2,0.5,2,0,1,0,0,1
252,Xiao Long,ChangHo Lee,1,1,1,26,172.72,177.8,135,1.0,2,0,2,1,0,4.98,0.52,0.0,1.0,0.3,9,30,172.72,175.26,135,1.0,2,0,2,0,0,4.9,0.7,0.0,3.24,0.3,4,1,2,0,0,2
253,Alex Perez,Tatsuro Taira,0,1,0,32,167.64,165.1,125,1.0,8,3,1,4,0,4.19,0.46,0.8,2.04,0.46,20,24,170.18,177.8,125,1.0,5,2,5,0,0,2.99,0.6,1.6,2.73,0.44,11,1,2,3,2,1
254,Douglas Silva de Andrade,Miles Johns,1,1,1,38,170.18,172.72,135,1.0,7,1,1,5,0,3.54,0.38,0.2,0.55,0.42,31,30,170.18,167.64,135,1.0,6,0,2,2,0,3.28,0.47,0.0,1.02,0.2,26,1,4,2,4,2
255,Timmy Cuamba,Lucas Almeida,2,1,1,25,175.26,180.34,145,1.0,1,0,0,1,1,3.0,0.4,0.0,1.0,0.27,6,33,180.34,180.34,145,1.0,1,0,0,3,2,4.94,0.43,0.0,0.0,0.0,9,1,1,0,0,1
256,Brady Hiestand,Garrett Armfield,1,1,1,25,172.72,180.34,135,1.0,2,0,2,1,0,2.7,0.5,1.1,4.8,0.46,9,27,167.64,177.8,135,1.0,2,0,2,1,0,5.59,0.55,0.4,0.0,0.0,6,0,1,1,1,1
257,Asu Almabayev,Jose Johnson,0,1,1,30,162.56,165.1,125,1.0,2,1,2,0,0,2.11,0.56,1.7,5.08,0.5,5,29,182.88,180.34,125,1.0,2,1,1,2,0,2.22,0.57,0.7,0.71,0.6,10,0,1,0,1,0
258,Josh Quinlan,Adam Fugitt,4,1,1,31,182.88,182.88,170,1.0,1,0,0,2,2,3.57,0.42,0.0,0.34,0.11,8,35,185.42,195.58,170,0.0,1,0,0,2,1,4.72,0.45,0.0,2.04,0.29,6,1,0,1,0,1
259,Jimmy Flick,Nate Maness,0,1,1,33,170.18,172.72,125,1.0,3,3,1,2,0,1.94,0.5,4.3,1.55,0.21,9,32,177.8,182.88,125,1.0,4,1,1,2,0,3.14,0.5,0.7,0.68,0.75,12,1,0,0,1,2
260,Carli Judice,Gabriella Fernandes,0,0,1,25,170.18,172.72,125,0.0,0,0,0,1,1,11.23,0.54,0.0,1.0,0.25,3,30,167.64,167.64,125,0.0,0,0,0,2,2,3.73,0.49,0.0,0.67,0.22,6,1,0,0,0,0
261,Jeka Saragih,Westin Wilson,2,1,1,29,172.72,175.26,145,1.0,3,0,1,1,0,2.73,0.5,0.6,2.21,0.8,7,35,185.42,185.42,145,0.0,0,0,0,2,2,1.68,0.33,8.4,1.68,0.16,2,1,0,3,0,0
